event_id,frame,type,reactants,products,delta_counts,evidence_bonds,confidence
4508,984,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 356, ""j"": 456, ""distance"": 3.1164966341907867, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 508, ""j"": 568, ""distance"": 3.104510049323978, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 224, ""j"": 365, ""distance"": 3.1002520881054396, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 365, ""j"": 508, ""distance"": 2.9390011278795742, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 154, ""j"": 280, ""distance"": 3.208255647079251, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 435, ""j"": 552, ""distance"": 2.9925459999651403, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4512,985,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 119, ""j"": 315, ""distance"": 2.9581260722064795, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 184, ""j"": 564, ""distance"": 2.95274611315077, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 209, ""j"": 359, ""distance"": 2.97628370907947, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4515,987,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 114, ""j"": 297, ""distance"": 2.9765980598695414, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 114, ""j"": 333, ""distance"": 3.1350084561547935, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4518,988,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 465, ""j"": 545, ""distance"": 3.2747058550634525, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 399, ""j"": 574, ""distance"": 2.963042063493595, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4520,989,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 194, ""j"": 566, ""distance"": 2.9542418622930016, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4524,992,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 511, ""j"": 569, ""distance"": 3.288294042860166, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 359, ""j"": 459, ""distance"": 3.102431991912897, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 229, ""j"": 569, ""distance"": 2.8947344701230104, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4526,993,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 224, ""j"": 344, ""distance"": 2.908223931955725, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4530,994,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 388, ""j"": 534, ""distance"": 3.196270610710556, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 257, ""j"": 399, ""distance"": 2.835950251714494, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 399, ""j"": 529, ""distance"": 3.1748341509656806, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4533,995,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 139, ""j"": 540, ""distance"": 2.9594617399147203, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 519, ""j"": 575, ""distance"": 2.9667638607667493, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4538,996,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 79, ""j"": 534, ""distance"": 3.2402349168032387, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 79, ""j"": 554, ""distance"": 2.99544299013311, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 54, ""j"": 534, ""distance"": 2.9822479723745494, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 94, ""j"": 324, ""distance"": 3.1098233932162547, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4541,997,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 159, ""j"": 548, ""distance"": 3.107360138038026, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 450, ""j"": 548, ""distance"": 2.975140684858774, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4546,998,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 149, ""j"": 550, ""distance"": 2.9814034543108674, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 379, ""j"": 539, ""distance"": 3.093468477862936, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 54, ""j"": 269, ""distance"": 3.154698582531613, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 456, ""j"": 550, ""distance"": 3.1801363647079723, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4550,999,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 483, ""j"": 542, ""distance"": 2.9673030942271534, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 289, ""j"": 483, ""distance"": 3.173416798518509, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 124, ""j"": 568, ""distance"": 2.901822744360471, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4554,1000,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 312, ""j"": 419, ""distance"": 2.9685957175771023, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 428, ""j"": 558, ""distance"": 3.1813873385551124, ""threshold_form"": 3.1320000000000006, ""threshold_break"": 3.5960000000000005}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 49, ""j"": 533, ""distance"": 2.9328005027496977, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4559,1001,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 367, ""j"": 511, ""distance"": 2.9962313927546904, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 219, ""j"": 575, ""distance"": 3.1391725588950337, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 353, ""j"": 453, ""distance"": 2.9600252065558728, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 229, ""j"": 367, ""distance"": 3.124740680528483, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4565,1002,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 9, ""j"": 257, ""distance"": 3.1590389443750464, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 410, ""j"": 556, ""distance"": 2.91647135928923, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 9, ""j"": 529, ""distance"": 2.9886220700614845, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 299, ""j"": 468, ""distance"": 2.9749271743244434, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 79, ""j"": 327, ""distance"": 2.991651427575814, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4570,1003,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 468, ""j"": 546, ""distance"": 3.287492101292804, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 462, ""j"": 540, ""distance"": 3.127690952328526, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 134, ""j"": 570, ""distance"": 2.973851523162639, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 515, ""j"": 566, ""distance"": 3.0977295970311665, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4573,1004,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 505, ""j"": 571, ""distance"": 2.9721484350701037, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 99, ""j"": 315, ""distance"": 3.1602131428277707, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4577,1005,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 104, ""j"": 557, ""distance"": 3.187294659805079, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 124, ""j"": 297, ""distance"": 2.9861819098332645, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 144, ""j"": 274, ""distance"": 2.9555924635380553, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4582,1007,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 471, ""j"": 543, ""distance"": 2.981437406016074, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 439, ""j"": 551, ""distance"": 3.1308059227900524, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 124, ""j"": 543, ""distance"": 3.212566434964508, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 224, ""j"": 568, ""distance"": 3.112375903358447, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4592,1008,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 114, ""j"": 559, ""distance"": 2.9510631991611587, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 363, ""j"": 505, ""distance"": 3.131272028545281, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 239, ""j"": 363, ""distance"": 2.978648301016122, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 19, ""j"": 271, ""distance"": 2.9171530374424126, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 523, ""j"": 572, ""distance"": 2.926876341128149, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 214, ""j"": 338, ""distance"": 3.1967238246031595, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 271, ""j"": 391, ""distance"": 3.275085628531686, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 209, ""j"": 359, ""distance"": 3.137761477884694, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 239, ""j"": 571, ""distance"": 3.137483731056473, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4596,1009,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 109, ""j"": 556, ""distance"": 3.121756093457086, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 260, ""j"": 419, ""distance"": 3.160706116623873, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 144, ""j"": 531, ""distance"": 3.093327877385131, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4605,1010,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 292, ""j"": 490, ""distance"": 2.958211278609651, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 490, ""j"": 574, ""distance"": 3.1140908814621624, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 114, ""j"": 297, ""distance"": 3.0837502288636083, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 114, ""j"": 333, ""distance"": 2.990395570629342, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 338, ""j"": 490, ""distance"": 2.993314459232178, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 134, ""j"": 292, ""distance"": 3.191789738629403, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 490, ""j"": 570, ""distance"": 3.1682087951319797, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 428, ""j"": 554, ""distance"": 3.0344782387418854, ""threshold_form"": 3.1320000000000006, ""threshold_break"": 3.5960000000000005}]",
4607,1011,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 109, ""j"": 303, ""distance"": 2.9125139432572733, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4609,1012,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 114, ""j"": 312, ""distance"": 3.211669467940176, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4612,1013,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 139, ""j"": 571, ""distance"": 3.1039260727669147, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 174, ""j"": 280, ""distance"": 2.9571517341768074, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4615,1014,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 479, ""j"": 549, ""distance"": 2.9498271530110562, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 453, ""j"": 549, ""distance"": 3.1555276383859097, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4621,1015,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 109, ""j"": 309, ""distance"": 2.9600808047817564, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 119, ""j"": 315, ""distance"": 3.1285055307049445, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 523, ""j"": 539, ""distance"": 2.962239958360548, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 435, ""j"": 552, ""distance"": 3.113610410874236, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 431, ""j"": 559, ""distance"": 2.934306158156112, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4625,1017,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 154, ""j"": 292, ""distance"": 2.885669984067742, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 309, ""j"": 505, ""distance"": 2.8963205787848816, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 468, ""j"": 542, ""distance"": 3.2709432479505267, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4633,1018,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 483, ""j"": 542, ""distance"": 3.1685775117168826, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 292, ""j"": 479, ""distance"": 3.0705885234397234, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 79, ""j"": 554, ""distance"": 3.1372133960313815, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 483, ""j"": 550, ""distance"": 2.9356258735984726, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 174, ""j"": 545, ""distance"": 3.174470658956145, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 465, ""j"": 545, ""distance"": 2.932493672666078, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 344, ""j"": 496, ""distance"": 2.860822988102328, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4639,1019,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 277, ""j"": 388, ""distance"": 2.9731979399253934, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 260, ""j"": 403, ""distance"": 2.9476191765186437, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 219, ""j"": 575, ""distance"": 2.8933088497783186, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 149, ""j"": 277, ""distance"": 3.1565924340366784, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 519, ""j"": 575, ""distance"": 3.1308100413713116, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4644,1020,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 159, ""j"": 548, ""distance"": 2.9143467052147067, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 324, ""j"": 379, ""distance"": 2.931673074919538, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 450, ""j"": 548, ""distance"": 3.169993063799298, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 34, ""j"": 538, ""distance"": 2.986468262675281, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4650,1021,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 356, ""j"": 523, ""distance"": 3.2420944492676185, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 468, ""j"": 546, ""distance"": 2.965761247457943, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 224, ""j"": 568, ""distance"": 2.923465108824307, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 154, ""j"": 529, ""distance"": 3.156971657657052, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 333, ""j"": 431, ""distance"": 3.1519215852109435, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4656,1022,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 34, ""j"": 260, ""distance"": 3.1066569018981576, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 527, ""j"": 573, ""distance"": 2.8929702197698117, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 527, ""j"": 538, ""distance"": 3.115859436018247, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 49, ""j"": 245, ""distance"": 3.1818502811432583, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 403, ""j"": 573, ""distance"": 3.117787125283395, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4658,1023,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 74, ""j"": 324, ""distance"": 3.147624486077388, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4662,1024,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 224, ""j"": 344, ""distance"": 3.2606392209912136, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 453, ""j"": 545, ""distance"": 2.9616166227053715, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 124, ""j"": 568, ""distance"": 3.0793630429758205, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4665,1025,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 379, ""j"": 539, ""distance"": 2.95186669156742, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 224, ""j"": 365, ""distance"": 2.9211288110117026, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4669,1026,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 94, ""j"": 564, ""distance"": 2.96783970917447, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 508, ""j"": 568, ""distance"": 2.8802505904313285, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 508, ""j"": 564, ""distance"": 3.202308617382893, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4671,1027,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 419, ""j"": 563, ""distance"": 2.9817025938488513, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4675,1028,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""form"", ""i"": 439, ""j"": 553, ""distance"": 2.969207939366708, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""form"", ""i"": 149, ""j"": 289, ""distance"": 2.9224206848814287, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 465, ""j"": 545, ""distance"": 3.1467794945476513, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
4678,1030,surface_reconstruct,[],[],{},"[{""edge_type"": ""slab"", ""action"": ""break"", ""i"": 109, ""j"": 309, ""distance"": 3.1189728228981672, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}, {""edge_type"": ""slab"", ""action"": ""break"", ""i"": 219, ""j"": 555, ""distance"": 3.178289381788761, ""threshold_form"": 2.9970000000000003, ""threshold_break"": 3.4410000000000003}]",
